,alias,categories,coordinates,display_phone,distance,id,image_url,is_closed,location,name,phone,price,rating,review_count,transactions,url
10,mi-rinconcito-mexicano-miami,"[{'alias': 'tacos', 'title': 'Tacos'}]","{'latitude': 25.76579, 'longitude': -80.22789}",(305) 644-4015,6193.831352799149,glR7sMvBkT8_Hcq5Mrl0KA,https://s3-media1.fl.yelpcdn.com/bphoto/BJ3dWmDyGFQzELWKUMwoeQ/o.jpg,False,"{'address1': '1961 SW 8th St', 'address2': '', 'address3': '', 'city': 'Miami', 'zip_code': '33135', 'country': 'US', 'state': 'FL', 'display_address': ['1961 SW 8th St', 'Miami, FL 33135']}",Mi Rinconcito Mexicano,+13056444015,$,4.0,699,[],https://www.yelp.com/biz/mi-rinconcito-mexicano-miami?adjust_creative=VeuwCtfmB4VyXWuUYbZp8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VeuwCtfmB4VyXWuUYbZp8w
11,tacos-and-tattoos-miami-2,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'streetvendors', 'title': 'Street Vendors'}]","{'latitude': 25.6711452954603, 'longitude': -80.3849353035918}",(786) 803-8316,13284.981572499944,fylIHQF8VF2DwLWNUCq3og,https://s3-media2.fl.yelpcdn.com/bphoto/UBtJfIMs1E-j3g0lE9ZHDg/o.jpg,False,"{'address1': '11790 SW 104th St', 'address2': None, 'address3': '', 'city': 'Miami', 'zip_code': '33186', 'country': 'US', 'state': 'FL', 'display_address': ['11790 SW 104th St', 'Miami, FL 33186']}",Tacos & Tattoos,+17868038316,$$,4.0,1690,[],https://www.yelp.com/biz/tacos-and-tattoos-miami-2?adjust_creative=VeuwCtfmB4VyXWuUYbZp8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VeuwCtfmB4VyXWuUYbZp8w
12,hecho-a-mano-restaurant-miami,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 25.80596, 'longitude': -80.3127}",(786) 360-4468,6387.498190538139,0bdWLQ4CSS1PyQoX_4TRKA,https://s3-media2.fl.yelpcdn.com/bphoto/QzlUcdSDbpHbwzki-yZG3w/o.jpg,False,"{'address1': '3399 NW 72nd Ave', 'address2': 'Ste 106', 'address3': '', 'city': 'Miami', 'zip_code': '33122', 'country': 'US', 'state': 'FL', 'display_address': ['3399 NW 72nd Ave', 'Ste 106', 'Miami, FL 33122']}",Hecho A Mano Restaurant,+17863604468,,4.5,37,"['delivery', 'pickup']",https://www.yelp.com/biz/hecho-a-mano-restaurant-miami?adjust_creative=VeuwCtfmB4VyXWuUYbZp8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VeuwCtfmB4VyXWuUYbZp8w
13,tequiztlan-mexican-restaurant-and-tequila-bar-miami-beach,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 25.7949165, 'longitude': -80.1437899}",(305) 397-8442,15190.359798741567,CJ9V3ndGuWrfUyrni8yGoA,https://s3-media4.fl.yelpcdn.com/bphoto/6zvN_EnmdeYXpKfXi-O6kQ/o.jpg,False,"{'address1': '1884 Bay Rd', 'address2': '', 'address3': '', 'city': 'Miami Beach', 'zip_code': '33139', 'country': 'US', 'state': 'FL', 'display_address': ['1884 Bay Rd', 'Miami Beach, FL 33139']}",Tequiztlan Mexican Restaurant & Tequila Bar,+13053978442,$$,4.0,358,[],https://www.yelp.com/biz/tequiztlan-mexican-restaurant-and-tequila-bar-miami-beach?adjust_creative=VeuwCtfmB4VyXWuUYbZp8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VeuwCtfmB4VyXWuUYbZp8w
14,jacalito-taqueria-mexicana-miami,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 25.7717977, 'longitude': -80.2539922}",(305) 443-1336,4017.6106503765172,f4ucXoUdsxnmBrVs0-vHEA,https://s3-media4.fl.yelpcdn.com/bphoto/g25QwCADBsy43i7syvDeog/o.jpg,False,"{'address1': '3622 W Flagler St', 'address2': '', 'address3': '', 'city': 'Miami', 'zip_code': '33135', 'country': 'US', 'state': 'FL', 'display_address': ['3622 W Flagler St', 'Miami, FL 33135']}",Jacalito Taqueria Mexicana,+13054431336,$,4.0,506,"['delivery', 'pickup']",https://www.yelp.com/biz/jacalito-taqueria-mexicana-miami?adjust_creative=VeuwCtfmB4VyXWuUYbZp8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VeuwCtfmB4VyXWuUYbZp8w
15,bigotes-y-sombreros-miami-2,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 25.66872, 'longitude': -80.37852}",(786) 536-7993,13013.490586617418,KRkMW4OQ64g4YfTFgNkTDg,https://s3-media2.fl.yelpcdn.com/bphoto/EVYNP4z5NgsCi66Uf3JvsA/o.jpg,False,"{'address1': '10720 SW 113th Pl', 'address2': '', 'address3': None, 'city': 'Miami', 'zip_code': '33176', 'country': 'US', 'state': 'FL', 'display_address': ['10720 SW 113th Pl', 'Miami, FL 33176']}",Bigotes Y Sombreros,+17865367993,$$,4.5,65,"['delivery', 'pickup']",https://www.yelp.com/biz/bigotes-y-sombreros-miami-2?adjust_creative=VeuwCtfmB4VyXWuUYbZp8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VeuwCtfmB4VyXWuUYbZp8w
16,los-magueyes-miami-lakes,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 25.9255703788817, 'longitude': -80.3115433676969}",(305) 364-0051,19359.177242705664,aS6SIxCIHbj-k61tPMq9_A,https://s3-media4.fl.yelpcdn.com/bphoto/mWIU6t5-JM5EYibg745qZw/o.jpg,False,"{'address1': '6870 NW 169th St', 'address2': '', 'address3': '', 'city': 'Miami Lakes', 'zip_code': '33015', 'country': 'US', 'state': 'FL', 'display_address': ['6870 NW 169th St', 'Miami Lakes, FL 33015']}",Los Magueyes,+13053640051,$$,4.0,273,[],https://www.yelp.com/biz/los-magueyes-miami-lakes?adjust_creative=VeuwCtfmB4VyXWuUYbZp8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VeuwCtfmB4VyXWuUYbZp8w
17,alma-mexicana-miami-beach,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 25.7847692, 'longitude': -80.1322465}",(305) 695-0880,16008.402143119662,dvXK3dHubei2QmXhC1Zzdw,https://s3-media4.fl.yelpcdn.com/bphoto/MJN_hFluFNXp9LTahyzMNg/o.jpg,False,"{'address1': '1344 Washington Ave', 'address2': None, 'address3': '', 'city': 'Miami Beach', 'zip_code': '33139', 'country': 'US', 'state': 'FL', 'display_address': ['1344 Washington Ave', 'Miami Beach, FL 33139']}",Alma Mexicana,+13056950880,$$,4.0,710,"['delivery', 'pickup']",https://www.yelp.com/biz/alma-mexicana-miami-beach?adjust_creative=VeuwCtfmB4VyXWuUYbZp8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VeuwCtfmB4VyXWuUYbZp8w
18,tacomiendo-miami-2,"[{'alias': 'tacos', 'title': 'Tacos'}]","{'latitude': 25.8017066631566, 'longitude': -80.1912156163154}",,11122.605150765376,kejmPzpRLbtU_VCIML4qYQ,https://s3-media1.fl.yelpcdn.com/bphoto/Xsnd90CEALDsEDs-kP5DmA/o.jpg,False,"{'address1': '2600 NE 2nd Ave', 'address2': '', 'address3': None, 'city': 'Miami', 'zip_code': '33137', 'country': 'US', 'state': 'FL', 'display_address': ['2600 NE 2nd Ave', 'Miami, FL 33137']}",tacomiendo,,,4.5,47,"['delivery', 'pickup']",https://www.yelp.com/biz/tacomiendo-miami-2?adjust_creative=VeuwCtfmB4VyXWuUYbZp8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VeuwCtfmB4VyXWuUYbZp8w
19,el-taquito-miami,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 25.7277458, 'longitude': -80.2428484}",(305) 446-2303,5325.203237926498,e4BpQz3vM7hrxSlK-4KKQw,https://s3-media1.fl.yelpcdn.com/bphoto/E3UIdgeds1jvdIA-otkIRQ/o.jpg,False,"{'address1': '3410 Main Hwy', 'address2': '', 'address3': '', 'city': 'Miami', 'zip_code': '33133', 'country': 'US', 'state': 'FL', 'display_address': ['3410 Main Hwy', 'Miami, FL 33133']}",El Taquito,+13054462303,$,4.0,273,[],https://www.yelp.com/biz/el-taquito-miami?adjust_creative=VeuwCtfmB4VyXWuUYbZp8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VeuwCtfmB4VyXWuUYbZp8w
20,el-rincon-de-jalisco-homestead,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'seafood', 'title': 'Seafood'}]","{'latitude': 25.4860203104095, 'longitude': -80.4634982960168}",(305) 247-3316,34481.75970299628,A-yWp6GHYiUeh5uckwN_Pg,https://s3-media4.fl.yelpcdn.com/bphoto/6qGOFjzNE3VBwJNtJLTDVA/o.jpg,False,"{'address1': '30360 Old Dixie Hwy', 'address2': '', 'address3': '', 'city': 'Homestead', 'zip_code': '33033', 'country': 'US', 'state': 'FL', 'display_address': ['30360 Old Dixie Hwy', 'Homestead, FL 33033']}",El Rincon De Jalisco,+13052473316,$$,4.0,247,[],https://www.yelp.com/biz/el-rincon-de-jalisco-homestead?adjust_creative=VeuwCtfmB4VyXWuUYbZp8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VeuwCtfmB4VyXWuUYbZp8w
21,taqueria-los-potrillos-miami-2,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 25.7790887849913, 'longitude': -80.2607780322433}",(305) 456-2002,4006.632824105047,15vmqRJwdFcGAx7g_EHvFg,https://s3-media3.fl.yelpcdn.com/bphoto/xX_9jEQ7p2TUp8B9cPqfSQ/o.jpg,False,"{'address1': '3937 NW 7th St', 'address2': '', 'address3': None, 'city': 'Miami', 'zip_code': '33126', 'country': 'US', 'state': 'FL', 'display_address': ['3937 NW 7th St', 'Miami, FL 33126']}",Taqueria Los Potrillos,+13054562002,,4.5,39,[],https://www.yelp.com/biz/taqueria-los-potrillos-miami-2?adjust_creative=VeuwCtfmB4VyXWuUYbZp8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VeuwCtfmB4VyXWuUYbZp8w
22,el-rancho-grande-miami-beach-4,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 25.85695, 'longitude': -80.12172}",(305) 363-1020,20279.57369383577,F6eNb4FpPQiOxwhgMNRWBg,https://s3-media2.fl.yelpcdn.com/bphoto/d8lmpexIAcBRHKsaZ3OfcA/o.jpg,False,"{'address1': '314 72nd St', 'address2': '', 'address3': '', 'city': 'Miami Beach', 'zip_code': '33141', 'country': 'US', 'state': 'FL', 'display_address': ['314 72nd St', 'Miami Beach, FL 33141']}",El Rancho Grande,+13053631020,$$,4.0,633,"['delivery', 'pickup']",https://www.yelp.com/biz/el-rancho-grande-miami-beach-4?adjust_creative=VeuwCtfmB4VyXWuUYbZp8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VeuwCtfmB4VyXWuUYbZp8w
23,pez-miami,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 25.77396, 'longitude': -80.19418}",(305) 570-3440,9710.551657838707,L6knCqgSlpmcZWyY7-G5Yw,https://s3-media2.fl.yelpcdn.com/bphoto/mLaqV9r1KaFRyLc_ie-Y9A/o.jpg,False,"{'address1': '20 W Flagler St', 'address2': None, 'address3': '', 'city': 'Miami', 'zip_code': '33130', 'country': 'US', 'state': 'FL', 'display_address': ['20 W Flagler St', 'Miami, FL 33130']}",PEZ,+13055703440,$$,4.0,121,"['delivery', 'pickup']",https://www.yelp.com/biz/pez-miami?adjust_creative=VeuwCtfmB4VyXWuUYbZp8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VeuwCtfmB4VyXWuUYbZp8w
24,bodega-miami-beach-3,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'tacos', 'title': 'Tacos'}]","{'latitude': 25.7886732, 'longitude': -80.1416061}",(305) 704-2145,15201.898724833209,7gHgGTaqUOa6SWHi89F7TA,https://s3-media3.fl.yelpcdn.com/bphoto/SFHWnXrKIxLSG3ibZ3decw/o.jpg,False,"{'address1': '1220 16th St', 'address2': None, 'address3': '', 'city': 'Miami Beach', 'zip_code': '33139', 'country': 'US', 'state': 'FL', 'display_address': ['1220 16th St', 'Miami Beach, FL 33139']}",Bodega,+13057042145,$$,4.0,1841,"['delivery', 'pickup']",https://www.yelp.com/biz/bodega-miami-beach-3?adjust_creative=VeuwCtfmB4VyXWuUYbZp8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VeuwCtfmB4VyXWuUYbZp8w
25,don-burrito-miami-2,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 25.702279, 'longitude': -80.369336}",(786) 361-1175,9886.524149784713,AKm4g62c_lNrFi0BDe89JQ,https://s3-media2.fl.yelpcdn.com/bphoto/eIamborrM2f0M5DdxPQRLQ/o.jpg,False,"{'address1': '10855 SW 72nd St', 'address2': 'Unit 43', 'address3': '', 'city': 'Miami', 'zip_code': '33173', 'country': 'US', 'state': 'FL', 'display_address': ['10855 SW 72nd St', 'Unit 43', 'Miami, FL 33173']}",Don Burrito,+17863611175,$$,4.0,258,"['delivery', 'pickup']",https://www.yelp.com/biz/don-burrito-miami-2?adjust_creative=VeuwCtfmB4VyXWuUYbZp8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VeuwCtfmB4VyXWuUYbZp8w
26,taqueria-los-chilangos-miami,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 25.7797243009507, 'longitude': -80.2246996387839}",(786) 230-0124,7020.266325779735,axVfXDhaOsVMOnHNLeHgQw,https://s3-media3.fl.yelpcdn.com/bphoto/ecPXb2uOWdqCbmgcdUxYjA/o.jpg,False,"{'address1': '1801 NW 7STR', 'address2': 'Ste 7', 'address3': '', 'city': 'Miami', 'zip_code': '33125', 'country': 'US', 'state': 'FL', 'display_address': ['1801 NW 7STR', 'Ste 7', 'Miami, FL 33125']}",Taqueria Los Chilangos,+17862300124,$,4.5,41,"['delivery', 'pickup']",https://www.yelp.com/biz/taqueria-los-chilangos-miami?adjust_creative=VeuwCtfmB4VyXWuUYbZp8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VeuwCtfmB4VyXWuUYbZp8w
27,socal-cantina-miami,"[{'alias': 'tex-mex', 'title': 'Tex-Mex'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 25.76427, 'longitude': -80.19354}",(305) 403-3103,9560.73985606065,epxE9s9HyIx2VKCk3GgcfQ,https://s3-media4.fl.yelpcdn.com/bphoto/bblIPABHVKSmxhrxSPv5gA/o.jpg,False,"{'address1': '1000 S Miami Ave', 'address2': None, 'address3': '', 'city': 'Miami', 'zip_code': '33130', 'country': 'US', 'state': 'FL', 'display_address': ['1000 S Miami Ave', 'Miami, FL 33130']}",SoCal Cantina,+13054033103,$$,4.0,91,"['delivery', 'pickup']",https://www.yelp.com/biz/socal-cantina-miami?adjust_creative=VeuwCtfmB4VyXWuUYbZp8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VeuwCtfmB4VyXWuUYbZp8w
28,tacos-el-carnal-miami,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 25.7725942507471, 'longitude': -80.2383141964674}",(305) 392-0830,5450.683869737062,OwF4aaSHwwhLRYmx270qoQ,https://s3-media2.fl.yelpcdn.com/bphoto/Bm2hh_VCgB58ku_mTT3N7w/o.jpg,False,"{'address1': '2601 W Flagler St', 'address2': '', 'address3': '', 'city': 'Miami', 'zip_code': '33135', 'country': 'US', 'state': 'FL', 'display_address': ['2601 W Flagler St', 'Miami, FL 33135']}",Tacos El Carnal,+13053920830,$,4.0,220,['pickup'],https://www.yelp.com/biz/tacos-el-carnal-miami?adjust_creative=VeuwCtfmB4VyXWuUYbZp8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VeuwCtfmB4VyXWuUYbZp8w
29,el-maguey-taquero-mucho-miami-4,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 25.7334200994954, 'longitude': -80.3543730693115}",(305) 207-1100,6978.619530158389,Pp31i0qnx17jTzpIjF1ueA,https://s3-media2.fl.yelpcdn.com/bphoto/uSXOEAL57WxhNEwCmQ0P5g/o.jpg,False,"{'address1': '9817 SW 40th St', 'address2': '', 'address3': '', 'city': 'Miami', 'zip_code': '33165', 'country': 'US', 'state': 'FL', 'display_address': ['9817 SW 40th St', 'Miami, FL 33165']}",El Maguey Taquero Mucho,+13052071100,$$,4.0,158,"['delivery', 'pickup']",https://www.yelp.com/biz/el-maguey-taquero-mucho-miami-4?adjust_creative=VeuwCtfmB4VyXWuUYbZp8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VeuwCtfmB4VyXWuUYbZp8w
30,frida-luna-mexican-grill-miami-3,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 25.87657, 'longitude': -80.16937}",(786) 409-4645,18175.708656996012,zAXay4bPvMkNSBq9q-O6Pw,https://s3-media1.fl.yelpcdn.com/bphoto/iLKtAe6xXA4mG0DfaTmE1Q/o.jpg,False,"{'address1': '10990 Biscayne Blvd', 'address2': 'Unit 12', 'address3': '', 'city': 'Miami', 'zip_code': '33161', 'country': 'US', 'state': 'FL', 'display_address': ['10990 Biscayne Blvd', 'Unit 12', 'Miami, FL 33161']}",Frida Luna Mexican Grill,+17864094645,$,4.5,48,"['delivery', 'pickup']",https://www.yelp.com/biz/frida-luna-mexican-grill-miami-3?adjust_creative=VeuwCtfmB4VyXWuUYbZp8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VeuwCtfmB4VyXWuUYbZp8w
