,alias,categories,coordinates,display_phone,distance,id,image_url,is_closed,location,name,phone,price,rating,review_count,transactions,url
10,jarabe-mexican-street-food-chicago,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'latin', 'title': 'Latin American'}, {'alias': 'tex-mex', 'title': 'Tex-Mex'}]","{'latitude': 41.86886, 'longitude': -87.68334}",(312) 725-0507,4062.507592575243,VhScSsvXZl6J7j1Vat7ccw,https://s3-media2.fl.yelpcdn.com/bphoto/txoxWvAFPVbdn3PPROxQow/o.jpg,False,"{'address1': '2255 W Taylor St', 'address2': None, 'address3': '', 'city': 'Chicago', 'zip_code': '60612', 'country': 'US', 'state': 'IL', 'display_address': ['2255 W Taylor St', 'Chicago, IL 60612']}",Jarabe- Mexican Street Food,+13127250507,$,4.5,175,"['delivery', 'pickup']",https://www.yelp.com/biz/jarabe-mexican-street-food-chicago?adjust_creative=1siSLt3fuYEtiouLlx1Rkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1siSLt3fuYEtiouLlx1Rkg
11,mas-alla-del-sol-chicago,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 41.9884118474889, 'longitude': -87.6604411700977}",(773) 654-1900,9367.4687919431,6a_deomxlTJf4oXKxnAG3Q,https://s3-media1.fl.yelpcdn.com/bphoto/S5StCJzkvlDhMI3bWpYpRg/o.jpg,False,"{'address1': '5848 N Broadway St', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60660', 'country': 'US', 'state': 'IL', 'display_address': ['5848 N Broadway St', 'Chicago, IL 60660']}",Mas Alla Del Sol,+17736541900,$$,4.5,283,['pickup'],https://www.yelp.com/biz/mas-alla-del-sol-chicago?adjust_creative=1siSLt3fuYEtiouLlx1Rkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1siSLt3fuYEtiouLlx1Rkg
12,turbo-tacos-chicago,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 41.91843, 'longitude': -87.6905699}",(773) 360-8892,1825.8887968936044,Ww6KfdQSMbrmzEhKIK48UA,https://s3-media1.fl.yelpcdn.com/bphoto/xiPg2aibf4ZNlNbzvMz4Hg/o.jpg,False,"{'address1': '2050 N Milwaukee Ave', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60647', 'country': 'US', 'state': 'IL', 'display_address': ['2050 N Milwaukee Ave', 'Chicago, IL 60647']}",Turbo Tacos,+17733608892,$,4.5,122,[],https://www.yelp.com/biz/turbo-tacos-chicago?adjust_creative=1siSLt3fuYEtiouLlx1Rkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1siSLt3fuYEtiouLlx1Rkg
13,el-taco-feliz-taqueria-chicago,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 41.94566, 'longitude': -87.76335}",(773) 283-4377,8402.949683508587,nXbaIvOAi14TcQhKE2k_5A,https://s3-media3.fl.yelpcdn.com/bphoto/NmGMOFwhJNkk1u60Jqpytw/o.jpg,False,"{'address1': '5439 W Addison St', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60641', 'country': 'US', 'state': 'IL', 'display_address': ['5439 W Addison St', 'Chicago, IL 60641']}",El Taco Feliz Taqueria,+17732834377,$,4.5,173,[],https://www.yelp.com/biz/el-taco-feliz-taqueria-chicago?adjust_creative=1siSLt3fuYEtiouLlx1Rkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1siSLt3fuYEtiouLlx1Rkg
14,taqueria-el-heredero-chicago-2,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 41.9175349, 'longitude': -87.7081126}",(312) 267-2431,2857.30744209211,2g0K_karLPnXfoY24_PAEg,https://s3-media4.fl.yelpcdn.com/bphoto/U77hj-0ULZiU-i8N_1NMcQ/o.jpg,False,"{'address1': '3222 W Armitage Ave', 'address2': '', 'address3': None, 'city': 'Chicago', 'zip_code': '60647', 'country': 'US', 'state': 'IL', 'display_address': ['3222 W Armitage Ave', 'Chicago, IL 60647']}",Taqueria El Heredero,+13122672431,$,4.5,62,"['pickup', 'delivery']",https://www.yelp.com/biz/taqueria-el-heredero-chicago-2?adjust_creative=1siSLt3fuYEtiouLlx1Rkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1siSLt3fuYEtiouLlx1Rkg
15,masa-azul-chicago,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 41.9318778, 'longitude': -87.7002477}",(773) 687-0300,3505.286380005152,zipWyPrxNX8m5XFwm3b1lg,https://s3-media3.fl.yelpcdn.com/bphoto/y4x5fXKq7_20Jmw04tmGCw/o.jpg,False,"{'address1': '2901 W Diversey Ave', 'address2': None, 'address3': '', 'city': 'Chicago', 'zip_code': '60647', 'country': 'US', 'state': 'IL', 'display_address': ['2901 W Diversey Ave', 'Chicago, IL 60647']}",Masa Azul,+17736870300,$$,4.5,337,['pickup'],https://www.yelp.com/biz/masa-azul-chicago?adjust_creative=1siSLt3fuYEtiouLlx1Rkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1siSLt3fuYEtiouLlx1Rkg
16,primo-chukis-chicago-2,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 41.96898, 'longitude': -87.671467}",(872) 208-7075,7115.629370466858,33r5J19uqUKJHreIgUBWZg,https://s3-media2.fl.yelpcdn.com/bphoto/1SL_ZKER0ScCiD-xyqvRaQ/o.jpg,False,"{'address1': '1708 W Lawrence Ave', 'address2': '', 'address3': None, 'city': 'Chicago', 'zip_code': '60640', 'country': 'US', 'state': 'IL', 'display_address': ['1708 W Lawrence Ave', 'Chicago, IL 60640']}",Primo Chuki's,+18722087075,$,4.5,246,[],https://www.yelp.com/biz/primo-chukis-chicago-2?adjust_creative=1siSLt3fuYEtiouLlx1Rkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1siSLt3fuYEtiouLlx1Rkg
17,taqueria-mazamitla-chicago-2,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 41.939289, 'longitude': -87.717996}",(773) 267-2667,5047.909610525685,mzdaPepjOxUCqA7AwOr7kQ,https://s3-media2.fl.yelpcdn.com/bphoto/bdTDBtsV-crNeP7461W9XA/o.jpg,False,"{'address1': '3610 W Belmont Ave', 'address2': None, 'address3': None, 'city': 'Chicago', 'zip_code': '60618', 'country': 'US', 'state': 'IL', 'display_address': ['3610 W Belmont Ave', 'Chicago, IL 60618']}",Taqueria Mazamitla,+17732672667,$,4.5,135,[],https://www.yelp.com/biz/taqueria-mazamitla-chicago-2?adjust_creative=1siSLt3fuYEtiouLlx1Rkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1siSLt3fuYEtiouLlx1Rkg
18,bistec-bar-and-grill-chicago,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 41.90884927188, 'longitude': -87.652187322877}",(312) 929-3182,2156.0611596715526,4Wu889lxIEQyNUp872mYAA,https://s3-media1.fl.yelpcdn.com/bphoto/tCDjixv-MACKVCNF92GTZg/o.jpg,False,"{'address1': '1523 N Kingsbury St', 'address2': None, 'address3': '', 'city': 'Chicago', 'zip_code': '60642', 'country': 'US', 'state': 'IL', 'display_address': ['1523 N Kingsbury St', 'Chicago, IL 60642']}",Bistec Bar and Grill,+13129293182,$$,4.5,82,"['restaurant_reservation', 'pickup', 'delivery']",https://www.yelp.com/biz/bistec-bar-and-grill-chicago?adjust_creative=1siSLt3fuYEtiouLlx1Rkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1siSLt3fuYEtiouLlx1Rkg
19,velvet-taco-chicago,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'tacos', 'title': 'Tacos'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 41.9022, 'longitude': -87.62858}",(312) 763-2654,4087.92506243899,NOKQi1saEWWp-cbUhkUtFQ,https://s3-media2.fl.yelpcdn.com/bphoto/j6POHJXJKnGaBbzKQtP0CQ/o.jpg,False,"{'address1': '1110 N State St', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60610', 'country': 'US', 'state': 'IL', 'display_address': ['1110 N State St', 'Chicago, IL 60610']}",Velvet Taco,+13127632654,$$,4.0,1392,"['pickup', 'delivery']",https://www.yelp.com/biz/velvet-taco-chicago?adjust_creative=1siSLt3fuYEtiouLlx1Rkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1siSLt3fuYEtiouLlx1Rkg
20,chilango-mexican-street-food-chicago,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 41.869141, 'longitude': -87.663129}",(312) 846-6216,4184.286357379961,eG64VXdW3RzQhsmTbr-rCw,https://s3-media2.fl.yelpcdn.com/bphoto/dwN7Lj5yOM9Y5HFTf6tGTg/o.jpg,False,"{'address1': '1437 W Taylor St', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60607', 'country': 'US', 'state': 'IL', 'display_address': ['1437 W Taylor St', 'Chicago, IL 60607']}",Chilango Mexican Street Food,+13128466216,$,4.5,475,"['pickup', 'delivery']",https://www.yelp.com/biz/chilango-mexican-street-food-chicago?adjust_creative=1siSLt3fuYEtiouLlx1Rkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1siSLt3fuYEtiouLlx1Rkg
21,taqueria-tayahua-chicago,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 41.848008, 'longitude': -87.6852073}",(773) 247-3183,6384.726115746968,JqYRQUWF7gINp2MugU8Avw,https://s3-media1.fl.yelpcdn.com/bphoto/W1sWM6b3W0uM9F01bS6kVg/o.jpg,False,"{'address1': '2411 S Western Ave', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60608', 'country': 'US', 'state': 'IL', 'display_address': ['2411 S Western Ave', 'Chicago, IL 60608']}",Taqueria Tayahua,+17732473183,$,4.5,77,['pickup'],https://www.yelp.com/biz/taqueria-tayahua-chicago?adjust_creative=1siSLt3fuYEtiouLlx1Rkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1siSLt3fuYEtiouLlx1Rkg
22,el-nuevo-mexicano-chicago,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 41.9352732, 'longitude': -87.6470639}",(773) 528-2131,4202.945654360498,Ks4ktQzDBiY58SYDUAfhVg,https://s3-media3.fl.yelpcdn.com/bphoto/Dt5vNN08JUhAJAMsp61H9g/o.jpg,False,"{'address1': '2914 N Clark St', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60657', 'country': 'US', 'state': 'IL', 'display_address': ['2914 N Clark St', 'Chicago, IL 60657']}",El Nuevo Mexicano,+17735282131,$$,4.0,741,"['restaurant_reservation', 'pickup', 'delivery']",https://www.yelp.com/biz/el-nuevo-mexicano-chicago?adjust_creative=1siSLt3fuYEtiouLlx1Rkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1siSLt3fuYEtiouLlx1Rkg
23,dos-urban-cantina-chicago,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 41.91725, 'longitude': -87.69841}",(773) 661-6452,2183.0061959624163,-fYvsZKybtBorDlwxs9T1A,https://s3-media4.fl.yelpcdn.com/bphoto/Gn9QPif5jeB51pcllqIueg/o.jpg,False,"{'address1': '2829 W Armitage Ave', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60647', 'country': 'US', 'state': 'IL', 'display_address': ['2829 W Armitage Ave', 'Chicago, IL 60647']}",Dos Urban Cantina,+17736616452,$$,4.5,344,"['pickup', 'delivery']",https://www.yelp.com/biz/dos-urban-cantina-chicago?adjust_creative=1siSLt3fuYEtiouLlx1Rkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1siSLt3fuYEtiouLlx1Rkg
24,la-mejikana-chicago-2,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'newmexican', 'title': 'New Mexican Cuisine'}]","{'latitude': 41.85712, 'longitude': -87.6665}",(312) 877-5400,5424.135686934107,FjquZPbhx-zA3lbP8MBirQ,https://s3-media2.fl.yelpcdn.com/bphoto/jk2bIUHE_RgkkCtLeDbqiQ/o.jpg,False,"{'address1': '1820 S Ashland', 'address2': None, 'address3': '', 'city': 'Chicago', 'zip_code': '60608', 'country': 'US', 'state': 'IL', 'display_address': ['1820 S Ashland', 'Chicago, IL 60608']}",La Mejikana,+13128775400,$$,4.5,102,"['pickup', 'delivery']",https://www.yelp.com/biz/la-mejikana-chicago-2?adjust_creative=1siSLt3fuYEtiouLlx1Rkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1siSLt3fuYEtiouLlx1Rkg
25,el-pulpo-loco-chicago,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 42.0022888183594, 'longitude': -87.6716842651367}",(773) 274-2241,10810.348378716548,4_pcENsftQKebLfV1MydGg,https://s3-media4.fl.yelpcdn.com/bphoto/jQU66ovj89EEk5D3v3bS6Q/o.jpg,False,"{'address1': '6619 N Clark Ave', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60626', 'country': 'US', 'state': 'IL', 'display_address': ['6619 N Clark Ave', 'Chicago, IL 60626']}",El Pulpo Loco,+17732742241,$$,4.5,73,"['pickup', 'delivery']",https://www.yelp.com/biz/el-pulpo-loco-chicago?adjust_creative=1siSLt3fuYEtiouLlx1Rkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1siSLt3fuYEtiouLlx1Rkg
26,quesadilla-la-reyna-del-sur-chicago-2,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}]","{'latitude': 41.922732, 'longitude': -87.687343}",(773) 235-8807,2108.6098200457864,pF4jHr4uyUzTYOdAp0G0mg,https://s3-media2.fl.yelpcdn.com/bphoto/tit88_SxFokeg1xX7qxoDg/o.jpg,False,"{'address1': '2335 N Western Ave', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60647', 'country': 'US', 'state': 'IL', 'display_address': ['2335 N Western Ave', 'Chicago, IL 60647']}",Quesadilla La Reyna del Sur,+17732358807,$,4.0,460,"['delivery', 'pickup']",https://www.yelp.com/biz/quesadilla-la-reyna-del-sur-chicago-2?adjust_creative=1siSLt3fuYEtiouLlx1Rkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1siSLt3fuYEtiouLlx1Rkg
27,xoco-chicago,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'latitude': 41.890969, 'longitude': -87.630776}",(312) 723-2131,4196.9880258606,jGiKIJCVLZHXQDSNnSLPsw,https://s3-media2.fl.yelpcdn.com/bphoto/SMy6UI6dloXPuaIUfXI1Jg/o.jpg,False,"{'address1': '449 N Clark St', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60654', 'country': 'US', 'state': 'IL', 'display_address': ['449 N Clark St', 'Chicago, IL 60654']}",Xoco,+13127232131,$$,4.0,3564,['pickup'],https://www.yelp.com/biz/xoco-chicago?adjust_creative=1siSLt3fuYEtiouLlx1Rkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1siSLt3fuYEtiouLlx1Rkg
28,taco-and-burrito-palace-2-chicago-2,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 41.9272003173828, 'longitude': -87.6484680175781}",(773) 248-0740,3436.778442501115,gExhdOOCWMDECkC354QXag,https://s3-media2.fl.yelpcdn.com/bphoto/ca7xJT6EBG_7D_h7MIBr0w/o.jpg,False,"{'address1': '2459 N Halsted St', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60614', 'country': 'US', 'state': 'IL', 'display_address': ['2459 N Halsted St', 'Chicago, IL 60614']}",Taco & Burrito Palace #2,+17732480740,$,4.5,232,[],https://www.yelp.com/biz/taco-and-burrito-palace-2-chicago-2?adjust_creative=1siSLt3fuYEtiouLlx1Rkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1siSLt3fuYEtiouLlx1Rkg
29,la-encantada-chicago,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 41.90975, 'longitude': -87.71347}",(773) 489-5026,3004.756072895016,JJ_n-4vsY5y_N-wTwaN9Nw,https://s3-media1.fl.yelpcdn.com/bphoto/trssgQ_utk9hW_jUIOQEAA/o.jpg,False,"{'address1': '3437 W North Ave', 'address2': None, 'address3': '', 'city': 'Chicago', 'zip_code': '60647', 'country': 'US', 'state': 'IL', 'display_address': ['3437 W North Ave', 'Chicago, IL 60647']}",La Encantada,+17734895026,$$,4.5,181,['pickup'],https://www.yelp.com/biz/la-encantada-chicago?adjust_creative=1siSLt3fuYEtiouLlx1Rkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1siSLt3fuYEtiouLlx1Rkg
30,barrio-chicago,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'bars', 'title': 'Bars'}]","{'latitude': 41.8890751, 'longitude': -87.6302265}",(312) 940-9900,4309.530732424443,Xs7VQkl9cFTWQqmq69UvuQ,https://s3-media4.fl.yelpcdn.com/bphoto/-ZPnVnbNPPySps5zC-aM1g/o.jpg,False,"{'address1': '65 W Kinzie St', 'address2': None, 'address3': '', 'city': 'Chicago', 'zip_code': '60654', 'country': 'US', 'state': 'IL', 'display_address': ['65 W Kinzie St', 'Chicago, IL 60654']}",Barrio,+13129409900,$$,4.0,585,[],https://www.yelp.com/biz/barrio-chicago?adjust_creative=1siSLt3fuYEtiouLlx1Rkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1siSLt3fuYEtiouLlx1Rkg
31,taqueria-el-asadero-chicago-2,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 41.9612451, 'longitude': -87.6842599}",(773) 583-5563,6263.018416408362,ZcGuLKfgZAWuhMBbfqXBmw,https://s3-media2.fl.yelpcdn.com/bphoto/mndxFwKYGfB1CFTOr0vaPQ/o.jpg,False,"{'address1': '2213 W Montrose Ave', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60618', 'country': 'US', 'state': 'IL', 'display_address': ['2213 W Montrose Ave', 'Chicago, IL 60618']}",Taqueria El Asadero,+17735835563,$,4.0,556,[],https://www.yelp.com/biz/taqueria-el-asadero-chicago-2?adjust_creative=1siSLt3fuYEtiouLlx1Rkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1siSLt3fuYEtiouLlx1Rkg
