,alias,categories,coordinates,display_phone,distance,id,image_url,is_closed,location,name,phone,price,rating,review_count,transactions,url
10,bonci-chicago,"[{'alias': 'pizza', 'title': 'Pizza'}]","{'latitude': 41.8848241, 'longitude': -87.6509421}",(312) 243-4016,3168.8819929454457,9suvIy-RGPosPcmG3IOqcQ,https://s3-media3.fl.yelpcdn.com/bphoto/WmHGFhIdDWBPr192tzfR1w/o.jpg,False,"{'address1': '161 N Sangamon St', 'address2': '', 'address3': None, 'city': 'Chicago', 'zip_code': '60607', 'country': 'US', 'state': 'IL', 'display_address': ['161 N Sangamon St', 'Chicago, IL 60607']}",Bonci,+13122434016,$$,4.5,379,"['pickup', 'delivery']",https://www.yelp.com/biz/bonci-chicago?adjust_creative=1siSLt3fuYEtiouLlx1Rkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1siSLt3fuYEtiouLlx1Rkg
11,coalfire-pizza-chicago,"[{'alias': 'pizza', 'title': 'Pizza'}]","{'latitude': 41.89075, 'longitude': -87.65988}",(312) 226-2625,2176.3529707729444,wiNuegM8MNw9WIP0wfMmeA,https://s3-media2.fl.yelpcdn.com/bphoto/D-6PNXt1DybSef7HRrxmIA/o.jpg,False,"{'address1': '1321 W Grand Ave', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60642', 'country': 'US', 'state': 'IL', 'display_address': ['1321 W Grand Ave', 'Chicago, IL 60642']}",Coalfire Pizza,+13122262625,$$,4.0,1052,['pickup'],https://www.yelp.com/biz/coalfire-pizza-chicago?adjust_creative=1siSLt3fuYEtiouLlx1Rkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1siSLt3fuYEtiouLlx1Rkg
12,homeslice-chicago,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'bars', 'title': 'Bars'}]","{'latitude': 41.922, 'longitude': -87.65249}",(312) 789-4600,2801.3323317068243,qbpo-OPav2tv4TV5C8BFKw,https://s3-media1.fl.yelpcdn.com/bphoto/7JPZ6suN-0qmxupNJNCXRw/o.jpg,False,"{'address1': '938 W Webster', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60614', 'country': 'US', 'state': 'IL', 'display_address': ['938 W Webster', 'Chicago, IL 60614']}",Homeslice,+13127894600,$$,4.0,1014,"['pickup', 'delivery']",https://www.yelp.com/biz/homeslice-chicago?adjust_creative=1siSLt3fuYEtiouLlx1Rkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1siSLt3fuYEtiouLlx1Rkg
13,bar-cargo-chicago,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]","{'latitude': 41.8926241, 'longitude': -87.6339551}",(312) 929-0065,3882.8340370870496,Mbd667MGY6N8LNtmGk2ANg,https://s3-media1.fl.yelpcdn.com/bphoto/2KzkoiWmp8S01NHnhLmM1w/o.jpg,False,"{'address1': '605 N Wells St', 'address2': '', 'address3': None, 'city': 'Chicago', 'zip_code': '60654', 'country': 'US', 'state': 'IL', 'display_address': ['605 N Wells St', 'Chicago, IL 60654']}",Bar Cargo,+13129290065,$$,4.5,145,"['pickup', 'delivery']",https://www.yelp.com/biz/bar-cargo-chicago?adjust_creative=1siSLt3fuYEtiouLlx1Rkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1siSLt3fuYEtiouLlx1Rkg
14,the-little-meatball-pizzeria-chicago-3,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]","{'latitude': 41.92483, 'longitude': -87.64834}",(773) 360-8496,3273.8624164760163,b-HAZqJQ4yUuyYKJxIrhtQ,https://s3-media2.fl.yelpcdn.com/bphoto/y20wvTpR22pFsPtfsVCfFQ/o.jpg,False,"{'address1': '2364 N Lincoln Ave', 'address2': None, 'address3': '', 'city': 'Chicago', 'zip_code': '60614', 'country': 'US', 'state': 'IL', 'display_address': ['2364 N Lincoln Ave', 'Chicago, IL 60614']}",The Little Meatball Pizzeria,+17733608496,,4.5,41,"['pickup', 'delivery']",https://www.yelp.com/biz/the-little-meatball-pizzeria-chicago-3?adjust_creative=1siSLt3fuYEtiouLlx1Rkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1siSLt3fuYEtiouLlx1Rkg
15,happy-camper-old-town-chicago,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 41.9042336, 'longitude': -87.6343073}",(312) 344-1634,3597.9137644194,AqJM4ZZqKnYU5z4E8DruhA,https://s3-media4.fl.yelpcdn.com/bphoto/-EAGWzaZRftbAoTMxHUAiA/o.jpg,False,"{'address1': '1209 N Wells St', 'address2': None, 'address3': '', 'city': 'Chicago', 'zip_code': '60610', 'country': 'US', 'state': 'IL', 'display_address': ['1209 N Wells St', 'Chicago, IL 60610']}",Happy Camper - Old Town,+13123441634,$$,4.0,537,"['pickup', 'delivery']",https://www.yelp.com/biz/happy-camper-old-town-chicago?adjust_creative=1siSLt3fuYEtiouLlx1Rkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1siSLt3fuYEtiouLlx1Rkg
16,craft-pizza-chicago,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'salad', 'title': 'Salad'}]","{'latitude': 41.9048454, 'longitude': -87.6775072}",(773) 442-7238,40.89921812347823,8-eWe05s8Z7I1AejHXNsEA,https://s3-media2.fl.yelpcdn.com/bphoto/Qr4NvYGMKUPZ-DHKYQTDIA/o.jpg,False,"{'address1': '1252 N Damen Ave', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60622', 'country': 'US', 'state': 'IL', 'display_address': ['1252 N Damen Ave', 'Chicago, IL 60622']}",Craft Pizza,+17734427238,$$,4.5,233,"['pickup', 'delivery']",https://www.yelp.com/biz/craft-pizza-chicago?adjust_creative=1siSLt3fuYEtiouLlx1Rkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1siSLt3fuYEtiouLlx1Rkg
17,forno-rosso-pizzeria-napoletana-chicago-3,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]","{'latitude': 41.8845699, 'longitude': -87.65406}",(312) 243-6000,2998.9652877128524,2cDt9At556hf146QH_XkhQ,https://s3-media2.fl.yelpcdn.com/bphoto/08VCClLjCYrxOU5BB2pndQ/o.jpg,False,"{'address1': '1048 W Randolph St', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60607', 'country': 'US', 'state': 'IL', 'display_address': ['1048 W Randolph St', 'Chicago, IL 60607']}",Forno Rosso Pizzeria Napoletana,+13122436000,$$,4.5,384,['pickup'],https://www.yelp.com/biz/forno-rosso-pizzeria-napoletana-chicago-3?adjust_creative=1siSLt3fuYEtiouLlx1Rkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1siSLt3fuYEtiouLlx1Rkg
18,bongiornos-italian-deli-and-pizzeria-chicago,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'delis', 'title': 'Delis'}, {'alias': 'italian', 'title': 'Italian'}]","{'latitude': 41.889903, 'longitude': -87.625788}",(312) 755-1255,4624.357891488,hxq4TNNazA-sjqFvVgx_Pw,https://s3-media3.fl.yelpcdn.com/bphoto/A2VP2GZVFw23BqtZXdGxKg/o.jpg,False,"{'address1': '405 N Wabash Ave', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60611', 'country': 'US', 'state': 'IL', 'display_address': ['405 N Wabash Ave', 'Chicago, IL 60611']}",Bongiorno's Italian Deli & Pizzeria,+13127551255,$$,4.0,586,"['pickup', 'delivery']",https://www.yelp.com/biz/bongiornos-italian-deli-and-pizzeria-chicago?adjust_creative=1siSLt3fuYEtiouLlx1Rkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1siSLt3fuYEtiouLlx1Rkg
19,spacca-napoli-chicago,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]","{'latitude': 41.963286, 'longitude': -87.673801}",(773) 878-2420,6471.703485933878,0fFLUKl71vv3eNV2xhikEw,https://s3-media2.fl.yelpcdn.com/bphoto/wNzXwZlrUFTs_BlsShbOnA/o.jpg,False,"{'address1': '1769 W Sunnyside Ave', 'address2': None, 'address3': '', 'city': 'Chicago', 'zip_code': '60640', 'country': 'US', 'state': 'IL', 'display_address': ['1769 W Sunnyside Ave', 'Chicago, IL 60640']}",Spacca Napoli,+17738782420,$$,4.0,1454,[],https://www.yelp.com/biz/spacca-napoli-chicago?adjust_creative=1siSLt3fuYEtiouLlx1Rkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1siSLt3fuYEtiouLlx1Rkg
20,fat-chriss-pizza-and-such-chicago,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'salad', 'title': 'Salad'}]","{'latitude': 41.9762649, 'longitude': -87.67228}",(773) 944-5444,7920.58909131514,aFBDlYavQOC58AnxSxcKQg,https://s3-media1.fl.yelpcdn.com/bphoto/jt0P6eTRPMBrWGV706Xzhg/o.jpg,False,"{'address1': '1706 W Foster Ave', 'address2': None, 'address3': '', 'city': 'Chicago', 'zip_code': '60640', 'country': 'US', 'state': 'IL', 'display_address': ['1706 W Foster Ave', 'Chicago, IL 60640']}",Fat Chris's Pizza and Such,+17739445444,$$,4.5,169,"['pickup', 'delivery']",https://www.yelp.com/biz/fat-chriss-pizza-and-such-chicago?adjust_creative=1siSLt3fuYEtiouLlx1Rkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1siSLt3fuYEtiouLlx1Rkg
21,lou-malnatis-pizzeria-chicago,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'latitude': 41.890357, 'longitude': -87.633704}",(312) 828-9800,4000.9990531720227,8vFJH_paXsMocmEO_KAa3w,https://s3-media1.fl.yelpcdn.com/bphoto/cv0OrGAkBn4qdFOm3zuFjQ/o.jpg,False,"{'address1': '439 N Wells St', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60654', 'country': 'US', 'state': 'IL', 'display_address': ['439 N Wells St', 'Chicago, IL 60654']}",Lou Malnati's Pizzeria,+13128289800,$$,4.0,5826,"['pickup', 'delivery']",https://www.yelp.com/biz/lou-malnatis-pizzeria-chicago?adjust_creative=1siSLt3fuYEtiouLlx1Rkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1siSLt3fuYEtiouLlx1Rkg
22,chicago-pizza-and-oven-grinder-company-chicago,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'bars', 'title': 'Bars'}]","{'latitude': 41.92084, 'longitude': -87.63721}",(773) 248-2570,3773.741075238428,QNbWTNuAEMWOurHN8rMXnA,https://s3-media1.fl.yelpcdn.com/bphoto/WdA6f6kVd227P2QlRYwzXQ/o.jpg,False,"{'address1': '2121 N Clark St', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60614', 'country': 'US', 'state': 'IL', 'display_address': ['2121 N Clark St', 'Chicago, IL 60614']}",Chicago Pizza And Oven Grinder Company,+17732482570,$$,4.0,2409,[],https://www.yelp.com/biz/chicago-pizza-and-oven-grinder-company-chicago?adjust_creative=1siSLt3fuYEtiouLlx1Rkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1siSLt3fuYEtiouLlx1Rkg
23,michaels-pizzeria-and-tavern-chicago-2,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'pizza', 'title': 'Pizza'}]","{'latitude': 41.9568480328734, 'longitude': -87.6518151894969}",(773) 929-4149,6135.317247359625,z8G5AfXYbJD2jQpSEF633g,https://s3-media1.fl.yelpcdn.com/bphoto/im5f5MbjPUrXV4r4hYJjJg/o.jpg,False,"{'address1': '4091 N Broadway St', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60613', 'country': 'US', 'state': 'IL', 'display_address': ['4091 N Broadway St', 'Chicago, IL 60613']}",Michael's Pizzeria & Tavern,+17739294149,$$,4.0,531,"['pickup', 'delivery']",https://www.yelp.com/biz/michaels-pizzeria-and-tavern-chicago-2?adjust_creative=1siSLt3fuYEtiouLlx1Rkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1siSLt3fuYEtiouLlx1Rkg
24,lou-malnatis-pizzeria-chicago-8,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]","{'latitude': 41.90259525277, 'longitude': -87.6286705209015}",(312) 725-7777,4072.9697331737007,FqzYCiJ29FGw6KFAGrpuJQ,https://s3-media4.fl.yelpcdn.com/bphoto/K2p551mK0j3vtsfFFsAPhA/o.jpg,False,"{'address1': '1120 N State St', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60610', 'country': 'US', 'state': 'IL', 'display_address': ['1120 N State St', 'Chicago, IL 60610']}",Lou Malnati's Pizzeria,+13127257777,$$,4.0,1452,"['pickup', 'delivery']",https://www.yelp.com/biz/lou-malnatis-pizzeria-chicago-8?adjust_creative=1siSLt3fuYEtiouLlx1Rkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1siSLt3fuYEtiouLlx1Rkg
25,mama-milanos-pizza-bar-chicago,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'italian', 'title': 'Italian'}]","{'latitude': 41.9082483791263, 'longitude': -87.6343194664086}",(312) 787-3710,3611.6926158986357,9vfM3389qnOhsMYO7ec6NA,https://s3-media2.fl.yelpcdn.com/bphoto/xkj0e_RQbjQmmteOTpbiyw/o.jpg,False,"{'address1': '1419 N Wells St', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60610', 'country': 'US', 'state': 'IL', 'display_address': ['1419 N Wells St', 'Chicago, IL 60610']}",Mama Milano's Pizza Bar,+13127873710,$$,4.0,189,"['pickup', 'delivery']",https://www.yelp.com/biz/mama-milanos-pizza-bar-chicago?adjust_creative=1siSLt3fuYEtiouLlx1Rkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1siSLt3fuYEtiouLlx1Rkg
26,sorrento-pizza-chicago,"[{'alias': 'pizza', 'title': 'Pizza'}]","{'latitude': 41.930194, 'longitude': -87.806121}",(773) 622-6000,10984.296657840168,fzFs2dNpZrZyxgYBgSSZkQ,https://s3-media3.fl.yelpcdn.com/bphoto/rZoWL99-vqRACck31RgjOw/o.jpg,False,"{'address1': '2743 N Harlem Ave', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60707', 'country': 'US', 'state': 'IL', 'display_address': ['2743 N Harlem Ave', 'Chicago, IL 60707']}",Sorrento Pizza,+17736226000,$$,4.5,75,[],https://www.yelp.com/biz/sorrento-pizza-chicago?adjust_creative=1siSLt3fuYEtiouLlx1Rkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1siSLt3fuYEtiouLlx1Rkg
27,piece-brewery-and-pizzeria-chicago,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'breweries', 'title': 'Breweries'}]","{'latitude': 41.9103256994423, 'longitude': -87.6760850295053}",(773) 772-4422,591.0619431782094,Z2nOMPedr7XYhgYhILJjEA,https://s3-media1.fl.yelpcdn.com/bphoto/aIALgJSmafrAcJObw0_JIg/o.jpg,False,"{'address1': '1927 W North Ave', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60622', 'country': 'US', 'state': 'IL', 'display_address': ['1927 W North Ave', 'Chicago, IL 60622']}",Piece Brewery and Pizzeria,+17737724422,$$,4.0,3467,"['pickup', 'delivery']",https://www.yelp.com/biz/piece-brewery-and-pizzeria-chicago?adjust_creative=1siSLt3fuYEtiouLlx1Rkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1siSLt3fuYEtiouLlx1Rkg
28,lou-malnatis-pizzeria-chicago-9,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]","{'latitude': 41.871566, 'longitude': -87.627275}",(312) 786-1000,5605.468450285993,cxAkuwv7p4gm4Coixw7h9A,https://s3-media1.fl.yelpcdn.com/bphoto/AyXPaFggegji5ZogLsSLzw/o.jpg,False,"{'address1': '805 S State St', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60605', 'country': 'US', 'state': 'IL', 'display_address': ['805 S State St', 'Chicago, IL 60605']}",Lou Malnati's Pizzeria,+13127861000,$$,4.0,2471,"['pickup', 'delivery']",https://www.yelp.com/biz/lou-malnatis-pizzeria-chicago-9?adjust_creative=1siSLt3fuYEtiouLlx1Rkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1siSLt3fuYEtiouLlx1Rkg
29,home-team-pizza-chicago,"[{'alias': 'pizza', 'title': 'Pizza'}]","{'latitude': 41.89237, 'longitude': -87.6619}",(312) 877-5929,1933.3592031686132,5WDvhJkcXWUYKdq3I9qHRw,https://s3-media3.fl.yelpcdn.com/bphoto/84XtiPowf1bQOBlkZ-ONrA/o.jpg,False,"{'address1': '1363 W Ohio St', 'address2': None, 'address3': '', 'city': 'Chicago', 'zip_code': '60642', 'country': 'US', 'state': 'IL', 'display_address': ['1363 W Ohio St', 'Chicago, IL 60642']}",Home Team Pizza,+13128775929,$,4.5,79,"['pickup', 'delivery']",https://www.yelp.com/biz/home-team-pizza-chicago?adjust_creative=1siSLt3fuYEtiouLlx1Rkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1siSLt3fuYEtiouLlx1Rkg
